# Инициализация MPU6050...
# MPU6050 OK
# Держите неподвижно. Калибровка гиро... 5 сек
# Держите неподвижно... 4 сек
# Держите неподвижно... 3 сек
# Держите неподвижно... 2 сек
# Держите неподвижно... 1 сек
# Держите неподвижно... 0 сек
# Калибровка гиро завершена.
# DMP готов. Начинайте движение.
# Ожидание фиксации ГНСС...
time_ms,lat,lon,ax,ay,az,gx,gy,gz,roll_deg,pitch_deg,yaw_deg
22871,55.982559,37.413028,0.207098,-0.903811,9.265561,-0.015267,-0.015267,-0.015267,-6.286126,1.366969,4.463373
22971,55.982559,37.413028,0.220267,-0.919373,9.271547,-0.015267,0.000000,-0.015267,-6.244146,1.365788,4.470280
23071,55.982559,37.413028,0.210690,-0.914585,9.272744,-0.015267,0.000000,-0.015267,-6.209504,1.357507,4.469855
23171,55.982559,37.413028,0.210690,-0.915782,9.254787,-0.015267,0.000000,0.000000,-6.174860,1.349226,4.469433
23271,55.982559,37.413028,0.226252,-0.916979,9.269152,-0.015267,0.000000,-0.015267,-6.139583,1.347827,4.468570
23371,55.982559,37.413028,0.220267,-0.915782,9.273941,-0.015267,0.000000,0.000000,-6.049090,1.337459,4.468078
23612,55.982559,37.413028,0.219069,-0.914585,9.284714,-0.015267,0.000000,0.000000,-6.042109,1.337198,4.468068
23712,55.982559,37.413028,0.211887,-0.921768,9.275137,0.000000,0.000000,0.000000,-6.020705,1.336684,4.474180
23812,55.982559,37.413028,0.213084,-0.919373,9.265561,-0.015267,0.000000,-0.015267,-5.999763,1.335901,4.474152
23912,55.982559,37.413028,0.216675,-0.913388,9.265561,-0.015267,0.000000,0.000000,-5.978819,1.335117,4.474122
24012,55.982559,37.413028,0.205901,-0.919373,9.266758,-0.015267,-0.015267,-0.015267,-5.965117,1.327615,4.473736
24112,55.982559,37.413028,0.203507,-0.919373,9.272744,-0.015267,-0.015267,-0.015267,-5.944078,1.327190,4.480666
24212,55.982559,37.413028,0.210690,-0.916979,9.276335,-0.015267,0.000000,0.000000,-5.930115,1.326666,4.480647
24312,55.982559,37.413028,0.220267,-0.909797,9.279926,-0.015267,0.000000,-0.015267,-5.916058,1.326500,4.487586
24412,55.982559,37.413028,0.219069,-0.919373,9.269152,-0.015267,-0.015267,-0.015267,-5.902095,1.325975,4.487567
24512,55.982559,37.413028,0.215478,-0.914585,9.272744,-0.015267,0.000000,-0.015267,-5.887775,1.325356,4.486724
24612,55.982559,37.413028,0.217872,-0.916979,9.266758,-0.015267,0.000000,-0.015267,-5.880699,1.325449,4.493672
24712,55.982559,37.413028,0.211887,-0.909797,9.283517,-0.015267,0.000000,0.000000,-5.866736,1.324923,4.493652
24812,55.982559,37.413028,0.213084,-0.913388,9.264364,-0.015267,0.000000,-0.015267,-5.859754,1.324661,4.493641
24912,55.982559,37.413028,0.209493,-0.910994,9.264364,-0.015267,0.000000,-0.015267,-5.846054,1.317155,4.493262
25012,55.982559,37.413028,0.202310,-0.912191,9.258378,-0.015267,0.000000,-0.015267,-5.839242,1.310265,4.499853
25112,55.982559,37.413028,0.209493,-0.912191,9.267955,-0.015267,0.000000,-0.015267,-5.832261,1.310002,4.499843
25212,55.982559,37.413028,0.210690,-0.915782,9.257182,-0.015267,0.000000,0.000000,-5.825279,1.309739,4.499834
25312,55.982559,37.413028,0.216675,-0.920571,9.266758,-0.015267,-0.015267,-0.015267,-5.817940,1.316807,4.507140
25414,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
25515,55.982559,37.413028,nan,nan,nan,nan,nan,nan,nan,nan,nan
